LOC_SYSTEM_OPTION_MENU_START,======옵션======
LOC_SYSTEM_ITEM_SCROLL_BRAND_PROTECT,{0:이|가} 보호의 오오라를 내뿜고있다!
LOC_SYSTEM_ITEM_SCROLL_BRAND_WEAPON,당신의 무기에 마법이 부여되었다!
LOC_SYSTEM_ITEM_BOOK_MAGICBOOK,마법책
LOC_SYSTEM_ITEM_BOOK_UNIDEN_MAGICBOOK,미확인 마법책
LOC_SYSTEM_ITEM_BOOK_DROP,떨어진 마법책
LOC_SYSTEM_ITEM_BOOK_FIRE_BASE,초보 화염술사의 마법책
LOC_SYSTEM_ITEM_BOOK_COLD_BASE,초보 냉기술사의 마법책
LOC_SYSTEM_ITEM_BOOK_POISON_BASE,초보 독술사의 마법책
LOC_SYSTEM_ITEM_BOOK_WIZARD_BASE,초보 마법사의 마법책
LOC_SYSTEM_ITEM_BOOK_EARTH_BASE,초보 대지술사의 마법책
LOC_SYSTEM_ITEM_BOOK_AIR_BASE,초보 대기술사의 마법책
LOC_SYSTEM_ITEM_BOOK_SUMMON_BASE,초보 소환술사의 마법책
LOC_SYSTEM_ITEM_BOOK_ALCHMIST_BASE,초보 연금술사의 마법책
LOC_SYSTEM_ITEM_BOOK_PSYCHOLOGIST_BASE,초보 심리학자의 마법책
LOC_SYSTEM_ITEM_BOOK_BRAND_BASE,초보 마법전사의 마법책
LOC_SYSTEM_ITEM_BOOK_MAID_BASE,메이드의 기본소양
LOC_SYSTEM_ITEM_BOOK_SHOCK,전격의 마법책
LOC_SYSTEM_ITEM_BOOK_PRACTICE,원소 연습의 마법책
LOC_SYSTEM_ITEM_BOOK_SUB,보조의 마법책
LOC_SYSTEM_ITEM_BOOK_STALKING,암살자의 마법책
LOC_SYSTEM_ITEM_BOOK_CLOUD,구름의 마법책
LOC_SYSTEM_ITEM_BOOK_CONJURE,파괴의 마법책
LOC_SYSTEM_ITEM_BOOK_HEX,매혹의 마법책
LOC_SYSTEM_ITEM_BOOK_DEFENSE,방어의 마법책
LOC_SYSTEM_ITEM_BOOK_ENCHANT,풍수지리학 개요
LOC_SYSTEM_ITEM_BOOK_TRANSITION,전이의 마법책
LOC_SYSTEM_ITEM_BOOK_TENSI,텐시의 비전서
LOC_SYSTEM_ITEM_BOOK_TEST_ANNIHILATE,미마의 봉인서
LOC_SYSTEM_ITEM_BOOK_DEBUF,정신 지배학
LOC_SYSTEM_ITEM_BOOK_MAID_ULTI,메이드 비전서
LOC_SYSTEM_ITEM_BOOK_ICE_ULTI,얼음요정 비전서
LOC_SYSTEM_ITEM_BOOK_SUMMON_ULTI,앨리스의 마도서
LOC_SYSTEM_ITEM_BOOK_AIR_ULTI,텐구의 활극 만화
LOC_SYSTEM_ITEM_BOOK_ALCHMY_ULTI,마그눔 오푸스
LOC_SYSTEM_ITEM_BOOK_RANDOM1,빨간 커버의 책
LOC_SYSTEM_ITEM_BOOK_RANDOM2,초록 커버의 책
LOC_SYSTEM_ITEM_BOOK_RANDOM3,파란 커버의 책
LOC_SYSTEM_ITEM_BOOK_RANDOM4,노란 커버의 책
LOC_SYSTEM_ITEM_BOOK_RANDOM5,분홍 커버의 책
LOC_SYSTEM_ITEM_BOOK_RANDOM6,주황 커버의 책
LOC_SYSTEM_ITEM_BOOK_RANDOM7,보라 커버의 책
LOC_SYSTEM_ITEM_TANMAC_BUG,버그탄막
LOC_SYSTEM_ITEM_TANMAC_AMULET,호밍아뮬렛
LOC_SYSTEM_ITEM_TANMAC_POISON_NEEDLE,맹독 수리검
LOC_SYSTEM_ITEM_TANMAC_KIKU_COMPRESSER,키쿠이치몬지 컴프레서
LOC_SYSTEM_ITEM_TANMAC_DOGGOJEO,독고저
LOC_SYSTEM_ITEM_EVOKE_PAGODA,보탑
LOC_SYSTEM_ITEM_EVOKE_AIR_SCROLL,에어두루마리
LOC_SYSTEM_ITEM_EVOKE_DREAM_SOUL,몽혼
LOC_SYSTEM_ITEM_EVOKE_BOMB,4척 매직봄
LOC_SYSTEM_ITEM_EVOKE_GHOST_BALL,오쿠리쵸친
LOC_SYSTEM_ITEM_EVOKE_SKY_TORPEDO,공중어뢰
LOC_SYSTEM_ITEM_EVOKE_MAGIC_HAMMER,요술망치
LOC_SYSTEM_ITEM_EVOKE_CAMERA,카메라
LOC_SYSTEM_ITEM_RUNE_RUNE,룬
LOC_SYSTEM_ITEM_RUNE_SCARLET,홍마관의 룬
LOC_SYSTEM_ITEM_RUNE_YOUKAI_MOUNTAIN,요괴산의 룬
LOC_SYSTEM_ITEM_RUNE_FLANDRE,플랑드르의 룬
LOC_SYSTEM_ITEM_RUNE_YUKKURI,윳쿠리의 룬
LOC_SYSTEM_ITEM_RUNE_EIENTEI,영원정의 룬
LOC_SYSTEM_ITEM_RUNE_SUBTERRANEAN,지저의 룬
LOC_SYSTEM_ITEM_RUNE_MOON,달의 룬
LOC_SYSTEM_ITEM_RUNE_HOKKAI,법계의 룬
LOC_SYSTEM_ITEM_RUNE_FROZEN_FIELD,빙결세계의 룬
LOC_SYSTEM_ITEM_RUNE_PANDEMONIUM,판데모니엄의 룬
LOC_SYSTEM_ITEM_YINYANG,음양옥
LOC_SYSTEM_ITEM_CAMERA_PHOTO,{0}의 사진
LOC_SYSTEM_ITEM_ETC_SATORI,실종 포스터
LOC_SYSTEM_ITEM_ETC_CATNIP,개다래 나무
LOC_SYSTEM_ITEM_ETC_BROKEN_CAMERA,부셔진 카메라
LOC_SYSTEM_ITEM_ETC_KAPPA_TRASH,잡동사니
LOC_SYSTEM_ITEM_ETC_PHOTO,사진
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_CUSTOM,다양한 마법이 들어 있는 책.\n이름있는 책은 아닌 것 같지만 배울만한 마법은 있어보인다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_FIRE_BASE,화염에 대한 기초적인 마법이 들어 있는 책\n화염마법에 입문하고 싶은 당신에게 추천\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_COLD_BASE,냉기에 대한 기초적인 마법이 들어 있는 책\n냉기마법에 입문하고 싶은 당신에게 추천\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_POISON_BASE,독에 대한 기초적인 마법이 들어 있는 책\n독마법에 입문하고 싶은 당신에게 추천\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_WIZARD_BASE,다양하고 가성비 좋은 저레벨 마법들이 들어 있는 책\n고레벨은 없지만 구성이 알차다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_EARTH_BASE,대지에 대한 기초적인 마법이 들어 있는 책\n대지마법에 입문하고 싶은 당신에게 추천\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_AIR_BASE,대기에 대한 기초적인 마법이 들어 있는 책\n대기마법에 입문하고 싶은 당신에게 추천\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_SUMMON_BASE,소환에 대한 기초적인 마법이 들어 있는 책\n소환마법에 입문하고 싶은 당신에게 추천\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_ALCHMIST_BASE,연금술을 가르치는 책\n마법을 통해서 간단한 연금술을 시험해볼 수 있는 것 같다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_PSYCHOLOGIST_BASE,정신을 조종하는 기초적인 마법이 들어 있는 책\n심리마법에 입문하고 싶은 당신에게 추천\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_BRAND_BASE,초보 마전사를 위해 만들어진 마법책\n전사들에게 유용한 마법들로 구성이 되어있다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_MAID_BASE,메이드들이 기본적으로 가져야할 소양이라고 적혀있다. 홍마관에서 배포중이다.\n메이드의 길은 멀고도 험하다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_SHOCK,다양한 전기마법이 적혀있는 마법책\n만지기만해도 짜릿짜릿하다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_PRACTICE,간단한 원소연습을 할 수 있게 되어있는 마법책\n하지만 빅토리댄스는 이제 없다고!\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_SUB,다양한 보조마법이 적혀있는 마법책.\n마법사 입문에 좋아보인다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_STALKING,마법암살자를 꿈꾸는 사람들을 위한 마법책\n아직은 마법이 모자라보인다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_CLOUD,구름을 만드는 노하우가 적혀있는 마법책\n왠지 책도 축축해보인다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_CONJURE,강력한 파괴의 기초 마법이 적혀있는 책\n탄막은 파워!\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_HEX,정신마법계열의 마법이 적혀있는 책\n요괴들은 정신공격에 약하다고들 한다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_DEFENSE,다양한 방어 주문이 들어있는 책\n살아남는 것은 제일 중요하다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_ENCHANT,풍수지리에 해박한 모노노베노 후토가 편찬한 책.\n바람을 다루는 것부터 대지를 일으키는 일, 물을 다루면서 운기를 다루는 법이 적혀있다\n왜인지 방화하는 법에 대한 세세한 부록이 끼워져있다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_TRANSITION,전이에 관련된 마법이 적혀있는 마법책\n시공간을 다루는 것엔 큰 위험이 따른다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_TENSI,불량천인 텐시가 직접 자필한 마법책\n예측불가인 그녀지만 그녀의 대지를 다루는 기술은 배울만하다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_TEST_ANNIHILATE,미마가 적은 궁극의 파괴술서\n모든 파괴법사가 꿈꾸고있는 그 책이다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_DEBUF,지저세계에 살고있는 사토리가 적은 정신을 지배하는 법\n왠지 책에게 마음을 읽히고 있는 듯한 느낌이다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_MAID_ULTI,홍마관의 메이드장이 유능한 메이드를 길러내기 위해 만들었다는 그 책이다.\n홍마관엔 사쿠야이외에 유능한 메이드가 없을뿐더러 아무도 책을 이해하지 못했기에 전설로만 남겨진 책이다.\n마법 뿐만이 아니라 청소하는 법, 빨래하는 법등이 부록으로 적혀있다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_ICE_ULTI,호수에 살고있는 모 얼음 요정이 직접 자신의 최강을 증명하기위해 적은 책이다.\n책은 그림책처럼 그림과 함께 구불구불한 글씨로 설명이 되어있다.\n굉장히 추상적으로 설명되어있기에 오히려 이해하기 어렵다. 이해하려면 놀라운 이해력이 있어야될것같다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_SUMMON_ULTI,마법의 숲에 살고있는 인형술사가 자주 들고다니는 책이라고 한다.\n정교하고 섬세하게 설명되어있는 많은 인형을 다루는 법은 소환술에도 응용할 수 있을 것 같다.\n무섭게도 폭약다루는 법, 상대를 저주하는 법도 적혀있다. 이 부분은 못본척하자.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_AIR_ULTI,텐구가 주인공인 박진감 넘치는 모험 만화.\n내용도 재밌지만 이 만화의 주인공이 쓰는 기술은 따라해 볼 수 있을 것 같다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_BOOK_ALCHMY_ULTI,어느 저택안에있는 큰 도서관에 꽂혀있던 연금술의 모든 것이 적혀있는 마도서.\n알아보기 힘들고 애매하게 적혀있어서 연금술의 대가가 아니면 내용을 이해하는건 힘들어보인다.\n적혀있는 지저분한 낙서로 봐선 이 책의 원 주인도 내용을 잘 이해하지 못했던거같다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_PHOTO1,{0:이|가} 찍혀있는 사진이다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_PHOTO2,미소녀가 찍혀있는 사진이다.\n
LOC_SYSTEM_ITEM_DESCRIPTION_PHOTO3,딱히 큰 의미는 없지만 소장용으로는 좋을 것 같다.\n
LOC_SYSTEM_ENSLAVE_GHOST,{0}의 영혼
LOC_SYSTEM_GOD_ERROR,알수없는신
LOC_SYSTEM_GOD_JOON_AND_SION,죠온&시온
LOC_SYSTEM_GOD_BYAKUREN,뱌쿠렌
LOC_SYSTEM_GOD_KANAKO,카나코
LOC_SYSTEM_GOD_SUWAKO,스와코
LOC_SYSTEM_GOD_MINORIKO,미노리코
LOC_SYSTEM_GOD_MIMA,미마
LOC_SYSTEM_GOD_SHINKI,신키
LOC_SYSTEM_GOD_YUUGI,유우기
LOC_SYSTEM_GOD_SHIZUHA,시즈하
LOC_SYSTEM_GOD_HINA,히나
LOC_SYSTEM_GOD_YUKARI,유카리
LOC_SYSTEM_GOD_EIRIN,에이린
LOC_SYSTEM_GOD_YUYUKO,유유코
LOC_SYSTEM_GOD_SATORI,사토리
LOC_SYSTEM_GOD_TENSI,텐시
LOC_SYSTEM_GOD_SEIJA,세이자
LOC_SYSTEM_GOD_LILLY,릴리
LOC_SYSTEM_GOD_MIKO,미코
LOC_SYSTEM_GOD_OKINA,오키나
LOC_SYSTEM_GOD_JUNKO,순호
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY0_ADD,당신은 역병신과 빈곤신의 저주로 소모품을 낭비하며 잃어버린다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY1_ADD,당신은 이제 죠온이나 시온을 빙의할 수 있다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY1_REMOVE,더 이상 당신은 이제 죠온이나 시온을 빙의할 수 없다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY2_ADD,빙의상태에서 빙의된 신에 따라 파워를 이용한 효과를 얻게 된다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY2_REMOVE,더 이상 빙의상태에서 파워를 이용한 효과를 얻을 수 없다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY4_ADD,빙의상태에서 빙의된 신에 따라 소모품을 이용한 효과를 얻게 된다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY4_REMOVE,더 이상 빙의상태에서 소모품을 이용한 효과를 얻을 수 없다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY5_ADD,빙의할때마다 한번만 빙의된 신의 필살기를 사용할 수 있다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY5_REMOVE,더 이상 빙의된 신의 필살기를 사용할 수 없다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY6_ADD,이제 당신은 무조건 이길 수 있는 최흉최악의 전법을 사용할 수 있다.
LOC_SYSTEM_GOD_JOON_AND_SION_GAIN_ABLILITY6_REMOVE,더 이상 최흉최악의 전법을 사용할 수 없다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY1_ADD,히지리는 당신의 배울 수 있는 마법레벨 한계를 늘려준다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY1_REMOVE,더 이상 당신의 배울 수 있는 마법레벨 한계를 늘려주지않는다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY2_ADD,당신은 순간적으로 지력을 강화시킬 수 있다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY2_REMOVE,더 이상 순간적인 지력강화를 사용할 수 없다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY3_ADD,당신은 이제 강화된 근력으로 낮은 갑옷패널티의 마법실패율을 무시한다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY3_REMOVE,더 이상 근력강화의 축복을 받지 못한다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY4_ADD,히지리는 이제 당신의 강화마법들을 보조해준다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY4_REMOVE,더 이상 강화마법들을 보조받지 못한다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY5_ADD,당신은 이제 히지리의 축복으로 초인같은 각력으로 달릴 수 있게 된다.
LOC_SYSTEM_GOD_BYAKUREN_GAIN_ABLILITY5_REMOVE,더 이상 초인같은 각력을 사용할 수 없다.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY1_ADD,당신은 순간적으로 상대에게 돌진할 수 있다.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY1_REMOVE,더 이상 순간적인 돌진을 사용할 수 없다.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY3_ADD,당신은 기둥을 소환 할 수 있다.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY3_REMOVE,더 이상 기둥을 소환 할 수 없다.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY5_ADD,당신은 이제 바람을 감은 공격을 할 수 있다.
LOC_SYSTEM_GOD_KANAKO_GAIN_ABLILITY5_REMOVE,더 이상 바람을 감아 공격할 수 없다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY1_ADD,당신은 파워가 높을수록 체력과 영력회복속도가 빨라진다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY1_REMOVE,더 이상 체력과 영력회복속도가 빨라지지않는다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY2_ADD,당신은 이제 상태이상과 능력치저하를 회복할 수 있다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY2_REMOVE,더 이상 상태이상과 능력치저하를 회복할 수 없다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY3_ADD,당신은 이제 음식을 빨리 먹을 수 있고 영력을 조금 회복한다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY3_REMOVE,더 이상 음식을 빨리 먹지 못한다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY4_ADD,당신은 이제 음식과 P를 소모하여 체력을 크게 회복할 수 있다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY4_REMOVE,더 이상 음식으로 체력을 회복할 수 없다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY5_ADD,당신은 이제 음식을 먹은 직후 화염과 냉기에 강해진다.
LOC_SYSTEM_GOD_MINORIKO_GAIN_ABLILITY5_REMOVE,더 이상 음식을 먹어도 화염과 냉기에 강하지않다.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY0_ADD,당신은 최대영력이 신앙심에 비례해서 증가한다.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY0_REMOVE,당신의 최대영력은 감소했다.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY1_ADD,당신은 적을 죽였을때 영력을 얻는다.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY1_REMOVE,더 이상 적을 죽였을때 영력을 얻지 못한다.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY2_ADD,미마는 이제 파괴술이 들어간 마법의 위력을 보조한다.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY2_REMOVE,더 이상 파괴술 위력을 보조받지 못한다.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY4_ADD,미마는 이제 파괴술이 들어간 마법의 성공율을 올려준다.
LOC_SYSTEM_GOD_MIMA_GAIN_ABLILITY4_REMOVE,더 이상 파괴술 성공율을 보정받지 못한다.
LOC_SYSTEM_GOD_JOON_AND_SION_WASTE_CONSUMABLE,역병신의 저주로 인해 {0}개의 {1:을|를} 낭비하여 사용하였다.
LOC_SYSTEM_GOD_JOON_AND_SION_POSSESSION_FAIL,{0:은|는} 무생물이기에 빙의할 수 없다.
LOC_SYSTEM_GOD_JOON_AND_SION_POSSESSION_SUCCESS,{0}에 빈곤신이 빙의하였다!
LOC_SYSTEM_GOD_SWAWKO_HAT,스와코의 모자
LOC_SYSTEM_GOD_SWAWKO_TOUGUE_FULL,{0:을|를} 끌어당겼다
LOC_SYSTEM_GOD_SWAWKO_CURSE_MSG,{0}에 재앙을 내렸다.
LOC_SYSTEM_GOD_EIRIN_PRAY_1,{0:은|는} {연기를 내며|고약한 냄새를 풍기며|빛을 내면서} {1:으로|로} 바뀌었다.
LOC_SYSTEM_GOD_EIRIN_PRAY_2,에이린은 흡족히 여겼다.
LOC_SYSTEM_GOD_EIRIN_PUNISH_POTION,에이린은 당신에게 억지로 {0:을|를} 먹였다!
LOC_SYSTEM_GOD_MIMA_PUNISH_MAGIC,미마가 강력한 {0:을|를} 당신에 겨냥했다!
LOC_SYSTEM_GOD_SHINKI_SUMMON_LOW_DEMONS,마계의 졸개들이 당신에게 소환되었다.
LOC_SYSTEM_GOD_SHINKI_SUMMON_FAIL,{0}의 기분이 썩 좋아보이지 않는다.
LOC_SYSTEM_GOD_YUUGI_CATCH,{0:을|를} 잡았다.
LOC_SYSTEM_GOD_SHIZUHA_AUTUMN_ARMOUR_YN,{0:을|를} 단풍방어구로 강화하시겠습니까?(y/n)
LOC_SYSTEM_GOD_SHIZUHA_AUTUMN_BRAND,{0}에서 쓸쓸하고도 종말적인 기운이 느껴진다.
LOC_SYSTEM_GOD_HINA_CURSE_EQUIPMENT1,히나는 당신의 장비에 액을 주입했다!
LOC_SYSTEM_GOD_HINA_CURSE_EQUIPMENT2,장착하고 있던 {0:이|가} 검게 빛났다.
LOC_SYSTEM_GOD_HINA_ABIL_CURSE_WEAPON,{0:은|는} 저주의 힘으로 가득 차있다.
LOC_SYSTEM_GOD_HINA_ABIL_CURSE_WEAPON_MIGHT,장착하고 있던 {0:이|가} 검게 빛나면서 당신에게 신비한 힘이 들어온다.
LOC_SYSTEM_GOD_HINA_ABIL_CURSE_ARMOUR_MIRROR,장착하고 있던 {0:이|가} 검게 빛나면서 당신은 모든 데미지를 반사한다.
LOC_SYSTEM_GOD_HINA_ABIL_CURSE_JEWELRY_HEAL,장착하고 있던 {0:이|가} 검게 빛나면서 당신은 회복한다.
LOC_SYSTEM_GOD_HINA_CURSE_BRAND,{0}에서 차갑고 공허한 저주의 기운이 느껴진다.
LOC_SYSTEM_GOD_YUYUKO_RECALL,{0}에게 유령을 내보냈다.
LOC_SYSTEM_GOD_YUYUKO_ENSLAVE_GHOST,{0:이|가} 당신의 동료가 되었다.
LOC_SYSTEM_GOD_SEIJA_PUNISH,세이자는 당신과 {0}의 관계를 이간질했다!
LOC_SYSTEM_GOD_SEIJA_ABIL_SWAP,당신은 {0:와|과} 자리를 뒤집었다.
LOC_SYSTEM_GOD_SEIJA_GIFT_BYAKUREN1,뱌쿠렌: 무작위 마법책을 몇 권 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_BYAKUREN2,뱌쿠렌은 징벌로 당신을 느리게하거나 영력이나 스탯을 일시적으로 감소시킵니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_BYAKUREN3,또한 뱌쿠렌의 징벌중엔 항상 일정 확률로 시전한 마법이 실패합니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_JOON_AND_SION1,죠온&시온: 무작위 부적을 약간 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_JOON_AND_SION2,죠온과 시온은 당신의 아이템을 낭비하고 잃어버리도록 만듭니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_JOON_AND_SION3,또한 징벌로 당신에게 강제로 빙의되어 체력, 영력이나 파워를 잃게 만듭니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_KANAKO1,카나코: 무작위 무작위 무기를 여럿을 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_KANAKO2,카나코는 징벌로 당신에게 데미지를 주거나 온바시라를 꽂아서 발을 묶거나
LOC_SYSTEM_GOD_SEIJA_GIFT_KANAKO3,던전의 적대적인 몬스터들을 당신의 주위로 불러들이기도 합니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_SUWAKO1,스와코: 스펠카드를 몇 개 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_SUWAKO2,스와코는 당신에게 저주를 걸어 저항할 수 없는 감속과 독을 걸거나
LOC_SYSTEM_GOD_SEIJA_GIFT_SUWAKO3,당신의 주변에 적대적인 개구리들을 소환합니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_MINORIKO1,미노리코: 다수의 고구마를 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_MINORIKO2,미노리코는 징벌로 당신의 파워를 절반으로 만들거나 건강을 빼앗아
LOC_SYSTEM_GOD_SEIJA_GIFT_MINORIKO3,병에 걸리게하기도하며 능력치를 일시적으로 감소시킬 수 있습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_MIMA1,미마: 미마의 봉인서를 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_MIMA2,미마는 징벌로 당신에게 다양한 속성의 파괴마법을 직접 날립니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_MIMA3,또한 미마에 징벌을 받는 동안엔 모든 마법의 파워가 절반이 됩니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_SHINKI1,신키: 영격두루마리 몇개를 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_SHINKI2,신키는 징벌로 당신의 주변에 적대적인 마계인들을 소환합니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_SHINKI3,또한 징벌중엔 적이 P아이템을 떨어뜨릴 확률을 낮춥니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_YUUGI1,유우기: 무작위 방어구를 여럿 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_YUUGI2,유우기는 당신을 강제로 취하게 만들거나 데미지와 함께 집어던지거나
LOC_SYSTEM_GOD_SEIJA_GIFT_YUUGI3,당신 주변에 강력한 오니를 소환하기도 합니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_SHIZUHA1,시즈하: 단풍브랜드의 무기를 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_SHIZUHA2,시즈하는 징벌로 당신을 혼란시키거나 큰 데미지를 주거나 큰 소음과 함께
LOC_SYSTEM_GOD_SEIJA_GIFT_SHIZUHA3,당신을 감속시킵니다. 단풍잎을 밟으면 큰 소음이 나며 화염에 약해집니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_HINA1,히나: 무작위 반지를 여럿 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_HINA2,히나는 징벌로 당신에 저항불가능한 독과 감속을 걸거나 당신의 장비에 저주를
LOC_SYSTEM_GOD_SEIJA_GIFT_HINA3,걸기도하며 혼란을 겁니다. 징벌중엔 저주해제는 항상 실패할 가능성이 생깁니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_YUKARI1,유카리: 공간이동 소모품을 여럿을 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_YUKARI2,유카리는 징벌로 혼란과 함께 공간이동을 시키거나 공간이동을 금지시킨후 주변에
LOC_SYSTEM_GOD_SEIJA_GIFT_YUKARI3,적들을 불러오기도하며 이형의 눈을 소환시키기도 합니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_EIRIN1,에이린: 무작위 물약 더미를 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_EIRIN2,에이린은 당신에 나쁜 물약을 먹이거나 당신에게 수상한 실험을 하여 부작용을
LOC_SYSTEM_GOD_SEIJA_GIFT_EIRIN3,남깁니다. 또한 징벌중에 당신이 마시는 물약의 효과가 일정 확률로 사라집니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_YUYUKO1,유유코: 무작위 발동템들을 받습니다.
LOC_SYSTEM_GOD_SEIJA_GIFT_YUYUKO2,유유코는 징벌로 당신의 주변에 많은 적대적인 유령들을 소환시킵니다.
